とても木の香りが良い	The wood has a very nice smell.
彼がそういう人で良かった	I was relieved he was like that.
この種類が一番糖度と酸味のバランスが良い	This kind is the best in terms of the balance between the sweetness and sourness.
とても女性には評判が良い	It's very popular among women.
それはなかなか気持ちが良い	It's fairly comfortable.
時間がちょうど良い	The time is right.
本当に運が良かった	It was pretty lucky.
使い勝手が良い	It's easy to use.
非常に自分に都合が良い	It is very convenient for me.
とにかく曲が良い	At any rate, the song is good.
とても眺めが良い	The scenery is very beautiful.
ホントに頭が良い	He/She is really clever.
Xが多い	There are many X.
結構いい感じの人が多い	Most of them are nice.
Xのほうが、多い	There are more X.
結構いい感じの子が多かった	Most of the children were nice.
やはり女性のお客さまが多い	Sure enough, we have a lot of female customers.
そのようなケースが多い	There are many situations like that.
本当に素敵なバッグが多い	There are a lot of really nice bags.
かなり髪の量が多かった	He/She had very thick hair.
子供たちの人数が多い	There are many children.
優しい感じの曲が多い	There are many tender songs.
ヨーロッパの大手ロジスティック企業にはイギリスの企業が多い	There are many British enterprises among large logistics companies in Europe.
部屋には物が多い	There are many things in the room.
彼は海外に行く機会が多い	He has many opportunities to go abroad.
厳しい意見が多い	There are many serious opinions.
休みの店が多い	There are a lot of shops that aren't open.
あまりにも数が多い	The number is too large.
今の医療システムは非常に問題が多い	There are plenty of problems with the current medical system.
平年に比べ曇りや雨の日が多い	There are more cloudy and rainy days than in most years.
偽物が多い	There are many fakes.
そっくりさんが多い	There are many people who look alike.
そのような行動のパターンが多い	There are many patterns of activity like that.
特に１２月から４月くらいが多い	The number is especially high December to April.
すぐに授業に活かせる内容が多かった	Most of the contents could be put into practical use immediately.
その映画にはエロティックなシーンが多かった	There were more sex scenes in that movie.
とにかく商品の種類が多い	Anyway, it has a wider variety of items.
私は、ソフトな歯触りにとても興味を持ちました	I was very interested in the soft texture of the food.
もっと社会全体の問題に関心を持つべきだ	There should be more concerns about the problems facing society as a whole.
そういう人はたいてい自分に絶対の自信を持っている	That kind of person usually has absolute confidence in themselves.
